"","id","batch","duration_in_seconds_sc","duration_in_seconds_b","prac2_1_sc","arctic2_1_sc","temp2_1_sc","ozone2_1_sc","air_qual2_1_sc","dia_tho2_1_sc","quake2_1_sc","co22_1_sc","ice_sheets2_1_sc","act10c2_1_sc","share_freq2_1_sc","news1_1_sc","news1_2_sc","news1_3_sc","news1_4_sc","news1_5_sc","news1_6_sc","news1_7_sc","news1_8_sc","news1_9_sc","news1_10_sc","news1_11_sc","news1_12_sc","act1b_sc","act1c_sc","act2b_sc","act2c_sc","act3b_sc","act3c_sc","act4b_sc","act4c_sc","act5b_sc","act5c_sc","act6b_sc","act6c_sc","act7b_sc","act7c_sc","act8b_sc","act8c_sc","act_scib_sc","act_scic_sc","act10b_sc","act10c_sc","act10c1_4_sc","act10c1_2_sc","act10c1_5_sc","act10c1_3_sc","act10c1_1_sc","act10c1_6_sc","act10c1_6_text_sc","act10c2_4_sc","act10c2_2_sc","act10c2_5_sc","act10c2_3_sc","act10c2_6_sc","act10c2_6_text_sc","books_8_sc","books_11_sc","books_10_sc","books_7_sc","books_1_sc","books_3_sc","books_5_sc","books_6_sc","books_9_sc","books_4_sc","books_2_sc","convo_1_sc","convo_2_sc","convo_3_sc","convo_4_sc","convo_5_sc","convo_6_sc","convo_7_sc","convo_8_sc","convo_9_sc","convo_10_sc","convo_11_sc","share_freq1_sc","share_freq2_11_sc","share_freq2_2_sc","share_freq2_3_sc","share_freq2_4_sc","share_freq2_5_sc","share_freq2_6_sc","share_freq2_7_sc","share_freq2_8_sc","share_freq2_9_sc","share_freq2_10_sc","read_article_sc","topic_interest_1_sc","topic_interest_2_sc","topic_interest_3_sc","topic_interest_4_sc","topic_interest_5_sc","topic_interest_6_sc","topic_interest_7_sc","topic_interest_8_sc","topic_interest_9_sc","prac1_1_sc","arctic1_1_sc","temp1_1_sc","ozone1_1_sc","air_qual1_1_sc","dia_tho1_1_sc","quake1_1_sc","co21_1_sc","ice_sheets1_1_sc","prac_time_page_submit_sc","arctic_time_page_submit_sc","temp_time_page_submit_sc","ozone_time_page_submit_sc","air_qual_time_page_submit_sc","dia_tho_time_page_submit_sc","quake_time_page_submit_sc","co2time_page_submit_sc","ice_sheets_time_page_submit_sc","rav_training_b","ravens_rt_first_click_b","ravens_rt_last_click_b","ravens_rt_page_submit_b","ravens_rt_click_count_b","ravens1_b","ravens2_b","ravens3_b","ravens4_b","ravens5_b","ravens6_b","ravens7_b","ravens8_b","ravens9_b","ravens10_b","rav_conf_b","rav_place_1_b","cc_risk_sc","ccr1_b","ccr2_b","ccr3_b","ccr4_b","ccr5_b","ccr6_b","dem_age_b","dem_gender_1_b","dem_gender_2_b","dem_gender_5_b","dem_gender_3_b","dem_gender_4_b","dem_gender_3_text_b","dem_race_1_b","dem_race_2_b","dem_race_3_b","dem_race_4_b","dem_race_5_b","dem_race_6_b","dem_race_7_b","dem_race_8_b","dem_race_9_b","dem_race_8_text_b","dem_lang_b","dem_ed_b","dem_zip_b","dem_h_hnum_b","dem_inc_b","dem_annes_id_b","dem_annes_id2_b","dem_annes_party_b","dem_annes_party_4_text_b","dem_annes_party_str_b","dem_annes_party_lean_b","dem_cheat_8_b","dem_cheat_10_b","dem_cheat_11_b","dem_cheat_9_b","dem_conf_b","dem_meta_info_browser_b","dem_meta_info_version_b","dem_meta_info_operating_system_b","dem_meta_info_resolution_b","start_date_sc","start_date_b","end_date_sc","end_date_b","finished_sc","finished_b","consent1_sc","consent_b","consent_t_first_click_b","consent_t_last_click_b","consent_t_page_submit_b","consent_t_click_count_b","open1_sc","open2_sc","fl_21_do_fl_83_sc","fl_21_do_fl_84_sc","fl_21_do_fl_85_sc","fl_21_do_fl_93_sc","fl_29_do_mr2temp_sc","fl_29_do_mr3ozone_sc","fl_29_do_mr4air_qual_sc","fl_29_do_mr5dia_tho_sc","fl_29_do_mr6quake_sc","fl_29_do_mr7co2_sc","fl_29_do_mr8ice_sheets_sc","fl_39_do_mr1arctic_sc","fl_39_do_mr3ozone_sc","fl_39_do_mr4air_qual_sc","fl_39_do_mr5dia_tho_sc","fl_39_do_mr6quake_sc","fl_39_do_mr7co2_sc","fl_39_do_mr8ice_sheets_sc","fl_47_do_mr1arctic_sc","fl_47_do_mr2temp_sc","fl_47_do_mr4air_qual_sc","fl_47_do_mr5dia_tho_sc","fl_47_do_mr6quake_sc","fl_47_do_mr7co2_sc","fl_47_do_mr8ice_sheets_sc","fl_95_do_mr1arctic_sc","fl_95_do_mr2temp_sc","fl_95_do_mr3ozone_sc","fl_95_do_mr5dia_tho_sc","fl_95_do_mr6quake_sc","fl_95_do_mr7co2_sc","fl_95_do_mr8ice_sheets_sc","duration_z","duration_ex","conservatism","ideology_lean","ideology_lean2","conservatism_f","con","party","party_str","party_lean","batchcon","gender_b","race_b","sc_likert","sc_books","sc_lecture","sc_scimu","sc_scimu_c19","sc_read","sc_share_yn","sc_share_tech_na","sc_share_tech","sc_share_sci_na","sc_share_sci","sc_score1","sc_score2a","sc_score2b","sc_scored","sc_scoredz","rav1_0","rav2_0","rav3_0","rav4_0","rav5_0","rav6_0","rav7_0","rav8_0","rav9_0","rav10_0","rav_scored","rav_scoredz","arctic20","arctic20_z","temp20","temp20_z","ozone20","ozone20_z","airqual20","airqual20_z","diatho20","diatho20_z","co220","co220_z","icesheets20","icesheets20_z","quake20","arctic20_eb","arctic20_eb_z","temp20_eb","temp20_eb_z","ozone20_eb","ozone20_eb_z","airqual20_eb","airqual20_eb_z","diatho20_eb","diatho20_eb_z","co220_eb","co220_eb_z","icesheets20_eb","icesheets20_eb_z","quake20_eb","arctic20_yn","temp20_yn","ozone20_yn","airqual20_yn","diatho20_yn","co220_yn","icesheets20_yn","quake20_yn","n_plot_score","n_plot_score_z","nq_plot_score","nq_plot_score_z","bad_plot_score","bad_plot_score_q","attn_check","attn_check_12"
"71","A3P74FP62XNVYI","con1",1155,1553,6,3,6,3,2,3,4,7,1,NA,9,3,3,3,2,2,3,4,1,4,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,4,4,2,2,4,2,4,5,2,1,8,7,3,8,10,6,4,14,2,2,4,2,4,2,3,4,4,5,4,5,4,3,4,4,6,2,65.524,40.217,103.393,42.017,42.225,73.004,58.809,22.059,61.48,4,3.562,155.35,180.029,11,1,1,1,1,1,NA,NA,NA,NA,NA,4,80,11,11,8,2,2,11,11,66,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,47394,0,2,5,NA,2,"",2,NA,NA,NA,NA,1,"No","Firefox","91","Windows NT 10.0","1920x1080","7/14/22 14:24","8/16/21 17:14","7/14/22 14:44","8/16/21 17:40",1,1,1,1,12.514,20.015,23.96,3,"It would have been much easier to do the 1 thru 10 ranking task if it had been set up to slide each choice into position.","No",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,2,3,1,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0941556928270531,"0",5,NA,NA,5,1,2,2,NA,1,1,1,24,0,0,0,0,0,1,2,2,3,3,24,5,5,29,0.722915073868582,1,1,1,1,1,0,0,0,0,0,5,-0.379210923741784,-1,0.311867082220029,-2,-0.307641123435552,-1,-0.510035718562005,-2,-0.725591206313718,-1,-0.565776414454729,-3,-0.901639166988617,-3,-0.77305536454377,0,0,-0.335962011131714,0,-0.252688492032209,0,-0.580264937352228,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,0,0,0,0,0,0,0,0,0,0,-0.566215291281673,0,-0.746091749772908,0,0,1,0
"72","A3V3SQCM8QGYB7","con1",402,743,6,5,3,4,3,5,4,7,3,NA,8,2,2,3,2,2,3,3,1,2,4,4,4,15,0,0,0,0,1,0,0,3,5,2,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,2,2,3,2,2,4,3,4,2,2,2,1,9,6,5,4,3,2,10,1,7,3,12,2,4,4,2,3,1,3,2,3,5,4,4,4,3,5,4,6,3,14.794,5.425,9.622,8.244,10.712,9.053,10.2,8.35,9.518,4,9.007,158.392,180.132,10,1,1,1,1,0,1,0,1,1,NA,7,75,8,8,6,2,3,10,7,26,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,53086,3,8,5,NA,2,"",2,NA,NA,NA,NA,1,"No issues.","Chrome","92.0.4515.131","Windows NT 10.0","1920x1080","7/14/22 14:37","8/16/21 17:20","7/14/22 14:44","8/16/21 17:32",1,1,1,1,2.284,2.284,2.879,1,"I was thinking about how to evaluate trends in graphs and what is going to be done to accurately predict these trends in either continuing or reversing. I also was thinking about what things I talk about and discuss the most with people.","n/a",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,7,5,1,2,6,-0.486828020066199,"0",5,NA,NA,5,1,2,2,NA,1,1,1,18,0,0,1,0,0,0,2,2,5,5,19,7,7,26,0.219654964752377,1,1,1,1,0,1,0,1,1,0,7,0.87253090964295,1,1.8318679063735,1,2.27941350524787,0,0.201122332319553,-1,-0.0914315251897739,1,1.04096920349807,-3,-0.901639166988617,-1,0.903188932923884,0,1,1.63964068476239,1,2.23284740232098,0,-0.580264937352228,0,-0.508650450010121,1,0.94534758274061,0,-0.170805777263717,0,-0.226220651346378,0,1,1,1,0,1,0,0,0,1,0.547684609021545,1,0.173351613842453,0,0,1,0
"73","A7ERZELTAMWL5","con1",1169,1672,2,6,3,3,2,3,3,2,6,NA,1,1,2,2,1,3,3,3,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3,2,4,3,2,2,3,1,2,1,2,8,5,6,NA,4,7,NA,2,NA,3,2,4,4,2,4,3,1,2,3,3,2,5,3,3,3,3,4,3,5,33.498,25.884,19.812,15.222,16.224,25.618,17.556,11.218,16.89,4,17.506,175.394,180.112,12,1,0,0,1,0,0,0,0,1,1,3,9,1,1,3,3,1,6,9,70,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,32082,1,7,7,NA,2,"",1,NA,NA,NA,NA,1,"No difficulty.  There are some things that I am not that good at, but I tried my best.  Looking forward to other surveys.","Chrome","92.0.4515.131","Linux x86_64","1920x1080","7/14/22 14:25","8/16/21 17:06","7/14/22 14:44","8/16/21 17:34",1,1,1,1,14.908,14.908,15.937,1,"I was thinking about what they were trying to get at with the questioning.  We haven't been doing a lot lately simply because my wife hurt her foot in a fall a little more than a year ago and is still recovering from it.  The Covid part was not a factor in things, since we both have had a vaccine and both have had Covid.  It lasted one day for me, so I wasn't impressed. And generally I think and don't feel when I am thinking about things. I was hoping it would at least be a little more interesting for your reading, but things have been kind of quiet.  I really need a vacation though.  Hope you get good results from your research.  ","Keep up the good work. You sent me an email, which I appreciate.  I makes it easier for me rather than to try to hunt down a good survey. And it was well paid.  Hope to hear from you again.",1,NA,NA,NA,4,6,2,3,5,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104957514846317,"0",7,NA,NA,7,1,2,1,NA,1,1,1,18,0,0,0,0,1,1,4,4,4,4,19,8,8,27,0.387408334457779,1,0,0,1,0,0,0,0,1,1,4,-1.00508184043415,2,2.59186831845024,1,2.27941350524787,-1,-0.510035718562005,-2,-0.725591206313718,-1,-0.565776414454729,2,4.02550011928251,2,3.41755537912537,1,2,3.61524338065649,1,2.23284740232098,0,-0.580264937352228,0,-0.508650450010121,0,-0.554456060258422,2,6.93734233809557,2,4.76910067022058,1,1,1,0,0,0,1,1,1,4,3.8893843099312,5,3.8511250683039,1,1,0,1
"74","AO1QGAUZ85T6L","con1",1410,1220,5,3,3,2,3,5,4,4,2,NA,NA,3,2,2,3,2,2,4,1,4,3,3,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,3,2,3,2,3,2,4,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,2,3,1,3,3,4,5,3,5,3,3,3,4,5,3,46.019,22.984,17.763,29.991,29.156,43.958,19.288,21.855,50.455,4,27.181,171.303,180.123,13,0,1,1,0,0,1,NA,NA,NA,NA,4,35,8,8,10,3,6,10,6,64,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,33764,0,5,5,NA,3,"",NA,2,NA,NA,NA,1,"No issues. Your presentation was clear.","Firefox","91","Windows NT 10.0","1920x1080","7/14/22 14:21","8/16/21 17:06","7/14/22 14:44","8/16/21 17:27",1,1,1,1,31.541,33.699,35.333,2,"As for the first part, I found the graphical data to be alarming - if true. I am whatever is below a neophyte when it comes to climate change and its effects. I do try digesting the material I read on the subject but I have a hard time sorting out the truth, if there is one.

Regarding your other questions, I stay away from bullhorn events. As such, I'm reticent to attend rallies, lectures, etc. Instead I try to keep up with my reading, what's happening in the world politically (a challenge this to get an objective bent,) and of course I keep up with how the Yankees are making out.","Well presented study.",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,1,3,4,5,2,0.290903165320784,"0",5,NA,NA,5,1,3,NA,2,1,1,1,17,1,0,0,0,1,0,NA,0,NA,0,19,0,0,19,-0.954618623185435,0,1,1,0,0,1,0,0,0,0,3,-1.63095275712652,-1,0.311867082220029,1,2.27941350524787,-2,-1.22119376944356,-1,-0.0914315251897739,1,1.04096920349807,0,2.05464440477406,-2,0.0650667841900569,0,0,-0.335962011131714,1,2.23284740232098,0,-0.580264937352228,0,-0.508650450010121,1,0.94534758274061,0,-0.170805777263717,0,-0.226220651346378,0,0,1,0,0,1,1,0,0,1,0.547684609021545,1,0.173351613842453,0,0,0,1
"75","A3OPRR8AXT6OSJ","con1",984,1026,3,3,5,5,1,6,5,6,2,NA,NA,3,2,2,2,2,3,4,1,3,3,4,4,2,2,0,0,0,0,0,0,5,5,1,1,1,1,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2,4,2,3,2,4,4,2,2,3,3,6,4,1,8,9,5,7,3,2,10,12,3,4,3,1,2,2,3,2,4,3,3,5,5,2,5,4,5,3,20.137,46.53,14.849,13.352,25.692,40.155,17.436,13.467,67.014,4,19.047,161.152,180.023,11,1,1,1,1,0,1,0,0,0,0,5,40,7,7,4,2,3,9,7,53,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6103,0,12,6,NA,2,"",1,NA,NA,NA,NA,1,"The tasks I was asked to complete were straightforward and well explained.  Therefore, I had no difficulty in understanding any of the tasks in this experiment. ","Chrome","92.0.4515.131","Windows NT 10.0","1920x1080","7/14/22 14:28","8/16/21 17:08","7/14/22 14:44","8/16/21 17:25",1,1,1,1,2.863,2.863,3.688,1,"In the first part of the study, I was thinking analytically in terms of providing my answers to the questions on trends.   In the second part of the study, I was thinking more creatively in terms of ranking my priorities and interests in the various topics presented.  So there were two different ways of thinking based on which part of the study I was working on.  My feelings during the study were generally neutral as I was focused on providing my best answers.","No",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,1,5,3,4,7,-0.0377808475510957,"0",6,NA,NA,6,1,2,1,NA,1,1,1,16,0,0,0,0,0,1,3,3,3,3,16,6,6,22,-0.45135851406923,1,1,1,1,0,1,0,0,0,0,5,-0.379210923741784,-1,0.311867082220029,-1,0.554710419458922,1,0.912280383201111,-3,-1.35975088743766,2,1.84434201247447,-2,0.083788690265609,-2,0.0650667841900569,1,0,-0.335962011131714,0,-0.252688492032209,1,0.675428387077993,0,-0.508650450010121,2,2.44515122573964,0,-0.170805777263717,0,-0.226220651346378,1,0,0,1,0,1,0,0,1,2,1.66158450932476,3,2.01223834107318,0,0,0,1
"76","A13FUEPWBCLBUY","con1",550,1028,5,3,5,4,2,3,4,7,1,NA,8,3,2,2,2,2,3,3,1,3,2,2,4,0,0,0,0,8,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3,3,2,2,3,2,2,6,7,5,NA,2,3,10,9,1,4,12,3,2,3,3,3,2,2,3,3,5,4,5,4,3,3,4,6,2,34.058,8.137,5.944,52.058,14.722,7.354,5.039,6.701,9.331,4,19.119,158.013,180.036,31,1,1,1,1,1,1,1,1,NA,NA,7,75,11,11,9,1,1,11,9,37,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,32803,3,12,6,NA,2,"",1,NA,NA,NA,NA,1,"No issues understanding.","Chrome","92.0.4515.131","Windows NT 10.0","1440x960","7/14/22 14:36","8/16/21 17:15","7/14/22 14:45","8/16/21 17:32",1,1,1,1,1.359,18.941,19.796,4,"I was thinking about my honest preferences and interests.  I was not thinking of anything else other than what I was being asked during the survey.","No additional comments.",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,6,2,3,1,5,-0.372637330148269,"0",6,NA,NA,6,1,2,1,NA,1,1,1,20,0,0,1,0,0,1,2,2,3,3,21,5,5,26,0.219654964752377,1,1,1,1,1,1,1,1,0,0,8,1.49840182633532,-1,0.311867082220029,-1,0.554710419458922,0,0.201122332319553,-2,-0.725591206313718,-1,-0.565776414454729,-3,-0.901639166988617,-3,-0.77305536454377,0,0,-0.335962011131714,0,-0.252688492032209,0,-0.580264937352228,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,0,0,0,1,0,0,0,0,0,0,-0.566215291281673,0,-0.746091749772908,0,0,0,1
"77","A1YOMTJHNXI40P","con1",1380,1272,1,2,7,1,1,1,2,7,1,NA,1,2,1,2,3,4,2,2,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,2,2,2,1,1,2,3,2,NA,6,5,2,NA,3,NA,NA,NA,4,2,1,1,3,4,3,1,2,1,2,2,3,6,2,2,2,3,6,2,68.754,29.413,48.898,48.699,73.175,67.84,30.222,30.68,21.516,4,15.975,158.422,180.13,8,0,1,1,0,0,0,1,1,NA,NA,2,19,7,6,6,8,7,1,1,67,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,5,32960,0,2,7,NA,3,"",NA,2,NA,NA,NA,1,"","Chrome","92.0.4515.131","Windows NT 10.0","1920x1080","7/14/22 14:23","8/16/21 17:17","7/14/22 14:46","8/16/21 17:38",1,1,1,1,96.34,96.34,103.661,1,"I felt it was a survey of predicting situations; based on limited knowledge on my part.  I felt inadequate with the graphs being presented.  Not sure if I was totally understanding the question.  Reading graphs is difficult for me, but I tried my best in supplying a response.  It was interesting to see the ups and downs of the graphs in the various situations that were presented.","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,2,1,5,6,4,0.267756403850933,"0",7,NA,NA,7,1,3,NA,2,1,3,3,13,0,0,0,0,1,1,2,2,NA,0,14,2,2,16,-1.45787873230164,0,1,1,0,0,0,1,1,0,0,4,-1.00508184043415,-2,-0.448133329856708,-3,-1.16999266633002,-3,-1.93235182032512,-3,-1.35975088743766,-3,-2.17252203240753,-3,-0.901639166988617,-3,-0.77305536454377,1,0,-0.335962011131714,0,-0.252688492032209,0,-0.580264937352228,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,1,0,0,0,0,0,0,0,1,0,-0.566215291281673,1,0.173351613842453,0,0,0,0
"78","A1Q56N80RJLQ7S","con1",646,1107,6,2,7,5,4,3,4,7,2,NA,7,3,2,1,3,2,3,3,2,2,4,2,3,0,2,0,0,0,5,0,0,0,3,0,3,0,0,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,2,3,2,3,3,1,3,1,2,3,4,2,1,5,2,4,3,NA,6,9,10,8,2,3,2,4,3,4,2,2,4,3,2,3,6,2,4,2,5,6,3,20.288,7.945,116.356,7.332,18.207,11.01,13.606,6.464,210.34,4,7.338,146.54,180.033,11,1,1,1,1,1,0,0,0,0,1,8,92,10,10,11,9,7,7,5,33,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,33180,0,6,5,NA,2,"",2,NA,NA,NA,NA,1,"No, I had no difficulties, the instructions were very clear. Thank you for allowing me to participate.","Chrome","92.0.4515.131","Linux x86_64","2560x1440","7/14/22 14:35","8/16/21 18:07","7/14/22 14:46","8/16/21 18:26",1,1,1,1,3.215,3.215,4.093,1,"I was relaxed and calm participating. I felt the format was easy to progress through and the questions were straight forward. I answered with my initial gut instinct, even if I read the question twice. Thank you for allowing my participation.","N/A",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,5,6,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.298567693444746,"0",5,NA,NA,5,1,2,2,NA,1,1,1,23,0,0,0,1,1,1,NA,0,1,1,25,1,1,26,0.219654964752377,1,1,1,1,1,0,0,0,0,1,6,0.246659992950583,-2,-0.448133329856708,-3,-1.16999266633002,1,0.912280383201111,0,0.542728155934171,-1,-0.565776414454729,-3,-0.901639166988617,-2,0.0650667841900569,0,0,-0.335962011131714,0,-0.252688492032209,1,0.675428387077993,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,0,0,0,1,1,0,0,0,0,0,-0.566215291281673,0,-0.746091749772908,0,0,1,0
"79","A122LRCSBAD6DC","con1",566,870,2,2,6,2,2,2,4,6,1,NA,9,2,2,1,1,1,2,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,1,3,1,1,3,1,1,5,7,6,4,2,11,10,8,1,3,2,2,1,3,2,3,1,1,3,1,3,3,5,3,3,3,4,5,2,33.386,16.477,16.308,37.317,25.757,23.102,34.237,13.803,27.866,4,49.927,169.442,180.014,7,1,1,1,1,1,1,0,NA,NA,NA,8,50,8,9,9,6,6,6,6,29,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,33024,3,5,4,2,3,"",NA,2,NA,NA,NA,1,"","Chrome","92.0.4515.131","Windows NT 10.0","1920x1080","7/14/22 14:37","8/16/21 18:27","7/14/22 14:46","8/16/21 18:42",1,1,1,1,2.086,2.086,2.653,1,"I was analyzing the graphs and trying to determine to what extent the trends would go up or down. I was pretty much indifferent throughout this entire process.","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,4,5,3,1,7,NA,NA,NA,NA,NA,NA,NA,-0.360292390697682,"0",4,2,4,4,0,3,NA,2,1,1,1,18,0,0,0,0,1,0,11,11,3,3,19,14,14,33,1.39392855269019,1,1,1,1,1,1,0,0,0,0,6,0.246659992950583,-2,-0.448133329856708,-2,-0.307641123435552,-2,-1.22119376944356,-2,-0.725591206313718,-2,-1.36914922343113,-2,0.083788690265609,-3,-0.77305536454377,0,0,-0.335962011131714,0,-0.252688492032209,0,-0.580264937352228,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,0,0,0,0,0,0,0,0,0,0,-0.566215291281673,0,-0.746091749772908,0,0,0,0
"80","A31I3ZBF684YPQ","con1",1638,1221,2,1,5,6,5,3,4,6,2,NA,NA,1,2,2,2,1,3,3,1,3,3,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,2,3,3,3,2,3,3,1,2,2,1,NA,3,4,NA,NA,NA,NA,5,2,1,12,3,3,3,4,3,1,2,3,2,3,2,5,5,5,3,4,6,3,415.796,11.929,9.184,32.525,29.735,77.134,14.1,8.415,11.095,4,11.866,170.654,180.082,10,1,1,1,1,1,0,0,0,0,NA,8,91,11,11,5,2,1,9,11,24,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,94066,0,6,6,NA,2,"",2,NA,NA,NA,NA,1,"N/A","Chrome","91.0.4472.167","CrOS x86_64 13904.97.0","1200x800","7/14/22 14:19","8/16/21 17:09","7/14/22 14:47","8/16/21 17:30",1,1,1,1,4.45,4.45,5.524,1,"I did not have any strong feelings during this study. During the graph predictions, I was thinking about  my background knowledge and how the past history of the graph would make the future trend.","No comment",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,2,5,1,4,6,NA,NA,NA,NA,NA,NA,NA,0.466818552491649,"0",6,NA,NA,6,1,2,2,NA,1,1,1,18,0,0,0,0,0,0,NA,0,NA,0,18,0,0,18,-1.12237199289084,1,1,1,1,1,0,0,0,0,0,5,-0.379210923741784,-3,-1.20813374193344,-1,0.554710419458922,2,1.62343843408267,1,1.17688783705811,-1,-0.565776414454729,-2,0.083788690265609,-2,0.0650667841900569,0,0,-0.335962011131714,0,-0.252688492032209,2,1.93112171150821,1,0.801729995015952,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,0,0,0,1,1,0,0,0,0,0,-0.566215291281673,0,-0.746091749772908,0,0,0,0
