"","id","batch","duration_in_seconds_sc","duration_in_seconds_b","prac2_1_sc","arctic2_1_sc","temp2_1_sc","ozone2_1_sc","air_qual2_1_sc","dia_tho2_1_sc","quake2_1_sc","co22_1_sc","ice_sheets2_1_sc","act10c2_1_sc","share_freq2_1_sc","news1_1_sc","news1_2_sc","news1_3_sc","news1_4_sc","news1_5_sc","news1_6_sc","news1_7_sc","news1_8_sc","news1_9_sc","news1_10_sc","news1_11_sc","news1_12_sc","act1b_sc","act1c_sc","act2b_sc","act2c_sc","act3b_sc","act3c_sc","act4b_sc","act4c_sc","act5b_sc","act5c_sc","act6b_sc","act6c_sc","act7b_sc","act7c_sc","act8b_sc","act8c_sc","act_scib_sc","act_scic_sc","act10b_sc","act10c_sc","act10c1_4_sc","act10c1_2_sc","act10c1_5_sc","act10c1_3_sc","act10c1_1_sc","act10c1_6_sc","act10c1_6_text_sc","act10c2_4_sc","act10c2_2_sc","act10c2_5_sc","act10c2_3_sc","act10c2_6_sc","act10c2_6_text_sc","books_8_sc","books_11_sc","books_10_sc","books_7_sc","books_1_sc","books_3_sc","books_5_sc","books_6_sc","books_9_sc","books_4_sc","books_2_sc","convo_1_sc","convo_2_sc","convo_3_sc","convo_4_sc","convo_5_sc","convo_6_sc","convo_7_sc","convo_8_sc","convo_9_sc","convo_10_sc","convo_11_sc","share_freq1_sc","share_freq2_11_sc","share_freq2_2_sc","share_freq2_3_sc","share_freq2_4_sc","share_freq2_5_sc","share_freq2_6_sc","share_freq2_7_sc","share_freq2_8_sc","share_freq2_9_sc","share_freq2_10_sc","read_article_sc","topic_interest_1_sc","topic_interest_2_sc","topic_interest_3_sc","topic_interest_4_sc","topic_interest_5_sc","topic_interest_6_sc","topic_interest_7_sc","topic_interest_8_sc","topic_interest_9_sc","prac1_1_sc","arctic1_1_sc","temp1_1_sc","ozone1_1_sc","air_qual1_1_sc","dia_tho1_1_sc","quake1_1_sc","co21_1_sc","ice_sheets1_1_sc","prac_time_page_submit_sc","arctic_time_page_submit_sc","temp_time_page_submit_sc","ozone_time_page_submit_sc","air_qual_time_page_submit_sc","dia_tho_time_page_submit_sc","quake_time_page_submit_sc","co2time_page_submit_sc","ice_sheets_time_page_submit_sc","rav_training_b","ravens_rt_first_click_b","ravens_rt_last_click_b","ravens_rt_page_submit_b","ravens_rt_click_count_b","ravens1_b","ravens2_b","ravens3_b","ravens4_b","ravens5_b","ravens6_b","ravens7_b","ravens8_b","ravens9_b","ravens10_b","rav_conf_b","rav_place_1_b","cc_risk_sc","ccr1_b","ccr2_b","ccr3_b","ccr4_b","ccr5_b","ccr6_b","dem_age_b","dem_gender_1_b","dem_gender_2_b","dem_gender_5_b","dem_gender_3_b","dem_gender_4_b","dem_gender_3_text_b","dem_race_1_b","dem_race_2_b","dem_race_3_b","dem_race_4_b","dem_race_5_b","dem_race_6_b","dem_race_7_b","dem_race_8_b","dem_race_9_b","dem_race_8_text_b","dem_lang_b","dem_ed_b","dem_zip_b","dem_h_hnum_b","dem_inc_b","dem_annes_id_b","dem_annes_id2_b","dem_annes_party_b","dem_annes_party_4_text_b","dem_annes_party_str_b","dem_annes_party_lean_b","dem_cheat_8_b","dem_cheat_10_b","dem_cheat_11_b","dem_cheat_9_b","dem_conf_b","dem_meta_info_browser_b","dem_meta_info_version_b","dem_meta_info_operating_system_b","dem_meta_info_resolution_b","start_date_sc","start_date_b","end_date_sc","end_date_b","finished_sc","finished_b","consent1_sc","consent_b","consent_t_first_click_b","consent_t_last_click_b","consent_t_page_submit_b","consent_t_click_count_b","open1_sc","open2_sc","fl_21_do_fl_83_sc","fl_21_do_fl_84_sc","fl_21_do_fl_85_sc","fl_21_do_fl_93_sc","fl_29_do_mr2temp_sc","fl_29_do_mr3ozone_sc","fl_29_do_mr4air_qual_sc","fl_29_do_mr5dia_tho_sc","fl_29_do_mr6quake_sc","fl_29_do_mr7co2_sc","fl_29_do_mr8ice_sheets_sc","fl_39_do_mr1arctic_sc","fl_39_do_mr3ozone_sc","fl_39_do_mr4air_qual_sc","fl_39_do_mr5dia_tho_sc","fl_39_do_mr6quake_sc","fl_39_do_mr7co2_sc","fl_39_do_mr8ice_sheets_sc","fl_47_do_mr1arctic_sc","fl_47_do_mr2temp_sc","fl_47_do_mr4air_qual_sc","fl_47_do_mr5dia_tho_sc","fl_47_do_mr6quake_sc","fl_47_do_mr7co2_sc","fl_47_do_mr8ice_sheets_sc","fl_95_do_mr1arctic_sc","fl_95_do_mr2temp_sc","fl_95_do_mr3ozone_sc","fl_95_do_mr5dia_tho_sc","fl_95_do_mr6quake_sc","fl_95_do_mr7co2_sc","fl_95_do_mr8ice_sheets_sc","duration_z","duration_ex","conservatism","ideology_lean","ideology_lean2","conservatism_f","con","party","party_str","party_lean","batchcon","gender_b","race_b","sc_likert","sc_books","sc_lecture","sc_scimu","sc_scimu_c19","sc_read","sc_share_yn","sc_share_tech_na","sc_share_tech","sc_share_sci_na","sc_share_sci","sc_score1","sc_score2a","sc_score2b","sc_scored","sc_scoredz","rav1_0","rav2_0","rav3_0","rav4_0","rav5_0","rav6_0","rav7_0","rav8_0","rav9_0","rav10_0","rav_scored","rav_scoredz","arctic20","arctic20_z","temp20","temp20_z","ozone20","ozone20_z","airqual20","airqual20_z","diatho20","diatho20_z","co220","co220_z","icesheets20","icesheets20_z","quake20","arctic20_eb","arctic20_eb_z","temp20_eb","temp20_eb_z","ozone20_eb","ozone20_eb_z","airqual20_eb","airqual20_eb_z","diatho20_eb","diatho20_eb_z","co220_eb","co220_eb_z","icesheets20_eb","icesheets20_eb_z","quake20_eb","arctic20_yn","temp20_yn","ozone20_yn","airqual20_yn","diatho20_yn","co220_yn","icesheets20_yn","quake20_yn","n_plot_score","n_plot_score_z","nq_plot_score","nq_plot_score_z","bad_plot_score","bad_plot_score_q","attn_check","attn_check_12"
"233","AMDUEMZUK9GJC","lib2",1262,1223,6,1,7,3,2,4,4,7,1,NA,NA,3,3,2,2,1,2,4,1,2,4,1,1,0,4,0,2,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,2,3,1,1,2,2,3,2,2,3,1,2,3,6,2,NA,4,5,NA,NA,NA,1,2,2,2,4,1,3,1,1,2,3,3,2,6,4,3,4,4,6,2,42.294,37.359,45.826,41.394,58.287,58.873,27.239,46.496,33.757,4,29.712,143.675,180.033,16,0,1,1,1,1,1,0,NA,NA,NA,3,20,10,10,8,2,4,10,8,46,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,21144,2,5,2,NA,1,"",1,NA,NA,NA,NA,1,"No, it was all easy to understand.","Chrome","91.0.4472.114","CrOS x86_64 13904.66.0","1300x731","7/14/22 16:51","8/16/21 17:09","7/14/22 17:12","8/16/21 17:29",1,1,1,1,1.001,29.918,31.101,2,"In the first part, I was trying to come up with the """"""""right"""""""" answer, and I pretty quickly realized it was related to climate change. I just went with the trend lines I could see and as if there wouldn't be policy and technology changes that would turn trends around. It was actually kind of depressing because I'm reallly not a pessimist, but I couldn't honestly make optimistic projections.
In the second part, I thought about what parts of the newspaper I read first, what types of accounts I follow on social media, that kind of thing. I was wondering if there was any link between the two parts.","n/a",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,7,4,1,2,0.176712475402854,"0",2,NA,NA,2,-1,1,1,NA,-1,3,1,20,1,0,0,0,1,1,3,3,2,2,22,5,5,27,0.387408334457779,0,1,1,1,1,1,0,0,0,0,5,-0.379210923741784,-3,-1.20813374193344,-3,-1.16999266633002,-1,-0.510035718562005,-2,-0.725591206313718,0,0.237596394521671,-3,-0.901639166988617,-3,-0.77305536454377,0,0,-0.335962011131714,0,-0.252688492032209,0,-0.580264937352228,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,0,0,0,0,0,1,0,0,0,0,-0.566215291281673,0,-0.746091749772908,0,0,1,0
"234","A3GEYEPOHA33SP","lib2",526,863,5,3,7,5,3,5,4,7,1,NA,NA,3,2,2,2,1,2,3,1,2,2,1,3,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,3,3,3,1,2,2,3,2,1,2,2,1,5,2,1,6,3,NA,NA,NA,NA,4,14,4,2,4,1,3,1,2,3,4,5,3,6,5,3,5,4,6,2,63.921,8.158,12.624,49.099,9.793,18.92,5.977,7.807,14.968,4,12.93,167.776,180.106,8,1,1,1,1,1,1,1,0,NA,NA,6,60,11,11,9,1,2,11,11,23,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,39567,1,5,1,NA,1,"",1,NA,NA,NA,NA,1,"","Chrome","92.0.4515.131","Windows NT 10.0","1920x1080","7/14/22 17:03","8/16/21 17:06","7/14/22 17:12","8/16/21 17:20",1,1,1,1,3.301,3.301,4.492,1,"I felt very thoughtful as I thought about all of my preferences and interests.","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,7,1,5,2,4,NA,NA,NA,NA,NA,NA,NA,-0.391154739324149,"0",1,NA,NA,1,-1,1,1,NA,-1,1,1,19,0,0,0,0,0,0,NA,0,3,3,19,3,3,22,-0.45135851406923,1,1,1,1,1,1,1,0,0,0,7,0.87253090964295,-1,0.311867082220029,-3,-1.16999266633002,1,0.912280383201111,-1,-0.0914315251897739,1,1.04096920349807,-3,-0.901639166988617,-3,-0.77305536454377,0,0,-0.335962011131714,0,-0.252688492032209,1,0.675428387077993,0,-0.508650450010121,1,0.94534758274061,0,-0.170805777263717,0,-0.226220651346378,0,0,0,1,0,1,0,0,0,1,0.547684609021545,1,0.173351613842453,0,0,0,1
"235","A26TP4HHSINK5E","lib2",842,1351,2,2,5,2,2,5,3,6,2,NA,NA,4,4,4,2,2,4,4,1,4,4,2,3,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,4,2,3,1,2,4,4,2,2,3,1,3,3,NA,1,NA,5,4,7,8,2,6,14,1,2,4,3,4,1,4,4,4,2,3,5,3,3,5,4,5,2,38.286,14.574,54.255,24.082,31.27,25.508,33.777,37.766,19.479,4,0.46,165.686,181.875,40,1,1,1,1,0,1,0,0,0,0,5,51,11,11,11,8,8,6,3,56,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,19562,2,8,4,1,3,"",NA,4,NA,NA,NA,1,"no","Chrome","92.0.4515.131","Windows NT 10.0","1323x744","7/14/22 16:58","8/16/21 17:09","7/14/22 17:12","8/16/21 17:32",1,1,1,1,36.561,192.281,193.042,9,"I was thinking about climate change and how scary it is. I was thinking about how you never know how accurate statistics are that are put out there. I was thinking about the government and how they get nothing done and how our country is in big trouble.","no",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,2,1,6,5,3,-0.147342185175055,"0",4,1,4.5,4.5,1,3,NA,4,-1,3,1,25,1,0,0,0,0,1,2,2,2,2,26,4,4,30,0.890668443573984,1,1,1,1,0,1,0,0,0,0,5,-0.379210923741784,-2,-0.448133329856708,-1,0.554710419458922,-2,-1.22119376944356,-2,-0.725591206313718,1,1.04096920349807,-2,0.083788690265609,-2,0.0650667841900569,1,0,-0.335962011131714,0,-0.252688492032209,0,-0.580264937352228,0,-0.508650450010121,1,0.94534758274061,0,-0.170805777263717,0,-0.226220651346378,1,0,0,0,0,1,0,0,1,1,0.547684609021545,2,1.09279497745781,0,0,0,1
"236","AWTGJ45ZWUCHH","lib2",801,1684,2,2,6,5,2,6,6,6,2,NA,1,1,2,2,2,2,4,1,4,1,4,4,2,3,0,0,0,3,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,2,4,2,1,2,2,1,4,3,2,1,1,1,2,1,1,10,2,4,10,1,1,13,4,4,4,4,2,2,4,4,1,3,3,5,4,3,5,5,5,3,49.328,127.515,22.298,4.364,3.907,6.378,7.785,7.254,6.669,4,18.005,141.907,180.011,9,1,1,1,1,1,1,0,0,NA,NA,5,50,11,11,11,11,11,1,1,29,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,32839,2,2,4,1,3,"",NA,2,NA,NA,NA,1,"","Firefox","91","Windows NT 6.1","1920x1080","7/14/22 16:59","8/16/21 17:44","7/14/22 17:12","8/16/21 18:12",1,1,1,1,101.338,103.501,104.37,2,"i was calm and focused","",1,NA,NA,NA,2,7,4,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.178976092517185,"0",4,1,4.5,4.5,1,3,NA,2,-1,3,1,22,1,0,0,0,0,0,2,2,1,1,23,3,3,26,0.219654964752377,1,1,1,1,1,1,0,0,0,0,6,0.246659992950583,-2,-0.448133329856708,-2,-0.307641123435552,1,0.912280383201111,-2,-0.725591206313718,2,1.84434201247447,-2,0.083788690265609,-2,0.0650667841900569,1,0,-0.335962011131714,0,-0.252688492032209,1,0.675428387077993,0,-0.508650450010121,2,2.44515122573964,0,-0.170805777263717,0,-0.226220651346378,1,0,0,1,0,1,0,0,1,2,1.66158450932476,3,2.01223834107318,0,0,0,0
"237","A1UBLIWJ572DMH","lib2",1134,1259,6,2,7,3,2,2,4,7,1,NA,NA,4,3,2,2,2,3,4,2,3,3,2,3,0,0,0,2,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,4,3,4,1,2,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,2,3,2,4,4,4,4,3,6,3,3,3,4,6,2,84.534,40.167,78.414,57.196,50.593,31.666,20.317,37.368,26.484,4,0.155,176.119,180.137,14,1,1,1,1,0,1,NA,NA,NA,NA,3,21,11,10,10,1,7,11,5,57,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,85262,0,12,1,NA,1,"",1,NA,NA,NA,NA,1,"I was challenged by the pattern questions","Chrome iPad","92.0.4515.90","iPad","1024x1366","7/14/22 16:54","8/16/21 17:57","7/14/22 17:13","8/16/21 18:18",1,1,1,1,2.3,29.823,30.78,7,"I was wondering if the charts in Part One were accurate (and hoping they were not but truly suspecting that they were). 

I was thinking about how people would refute/dismiss those findings. Like some marbled-mouthed, drawling southern senator.  
","Thank you for studying this and good luck",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,6,4,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0779529597981576,"0",1,NA,NA,1,-1,1,1,NA,-1,3,1,23,0,0,0,0,1,0,NA,0,1,1,24,1,1,25,0.0519015950469751,1,1,1,1,0,1,0,0,0,0,5,-0.379210923741784,-2,-0.448133329856708,-3,-1.16999266633002,-1,-0.510035718562005,-2,-0.725591206313718,-2,-1.36914922343113,-3,-0.901639166988617,-3,-0.77305536454377,0,0,-0.335962011131714,0,-0.252688492032209,0,-0.580264937352228,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,0,0,0,0,0,0,0,0,0,0,-0.566215291281673,0,-0.746091749772908,0,0,1,0
"238","A3D2KVZO69GSX4","lib2",846,1127,6,1,6,2,4,2,5,7,1,NA,11,4,3,2,3,2,4,4,2,3,4,3,3,0,100,0,3,0,1,0,0,2,5,2,5,4,15,1,1,1,4,0,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,4,3,3,2,3,3,4,4,2,3,3,3,2,5,7,6,3,10,9,8,4,1,12,2,4,4,2,4,2,4,4,3,5,2,5,3,5,3,4,6,2,50.334,31.157,17.032,23.119,32.26,20.127,12.387,15.364,15.836,4,6.663,178.671,180.029,21,1,1,1,1,0,1,NA,0,0,NA,4,81,11,11,11,11,6,10,10,58,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,6,92234,1,9,2,NA,1,"",2,NA,NA,NA,NA,1,"Everything was clear; thank you!","Edge","92.0.902.73","Windows NT 10.0","1536x864","7/14/22 16:58","8/16/21 17:33","7/14/22 17:13","8/16/21 17:52",1,1,1,1,31.458,32.403,33.588,2,"I was paying close attention to the graphs in the first part of the study and tried to extrapolate the information into the future.  If these graphs especially regarding climate changes are true, we are certainly in trouble as a planet.  
I appreciated thinking about rating some of my activities during the ongoing COVID 19 pandemic and I realize how it continues to impact my life and the life of my family!
","not that I can think of; thank you very much for the opportunity!",1,NA,NA,NA,3,1,2,4,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.144255950312409,"0",2,NA,NA,2,-1,1,2,NA,-1,3,1,25,0,0,1,1,0,1,5,5,2,2,27,7,7,34,1.56168192239559,1,1,1,1,0,1,0,0,0,0,5,-0.379210923741784,-3,-1.20813374193344,-2,-0.307641123435552,-2,-1.22119376944356,0,0.542728155934171,-2,-1.36914922343113,-3,-0.901639166988617,-3,-0.77305536454377,1,0,-0.335962011131714,0,-0.252688492032209,0,-0.580264937352228,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,1,0,0,0,1,0,0,0,1,0,-0.566215291281673,1,0.173351613842453,0,0,1,0
"239","A3FSDH6HUZPNQ8","lib2",1320,2019,5,2,7,3,4,2,6,7,2,NA,NA,3,2,2,2,1,2,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,1,4,4,5,3,6,3,4,3,5,6,3,80.193,38.551,45.804,72.655,37.866,33.571,42.84,21.69,24.159,4,15.714,145.553,180.06,7,1,1,1,0,NA,NA,NA,NA,NA,NA,0,0,11,11,11,1,NA,11,NA,24,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,3,NA,3,NA,1,"",2,NA,NA,NA,NA,1,"","Firefox","91","Windows NT 10.0","1920x1080","7/14/22 16:51","8/16/21 17:08","7/14/22 17:13","8/16/21 17:42",1,1,1,1,21.348,21.348,24.551,1,"I wasn't feeling anything during this study.

I was neutral for the most part.

What was I thinking?

I was thinking about how people worship corporations and celebrities.

Consumerism/brand worship is bizarre and scary.

","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,5,6,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221462880911232,"0",3,NA,NA,3,-1,1,2,NA,-1,1,1,16,0,0,0,0,1,0,NA,0,NA,0,17,0,0,17,-1.29012536259624,1,1,1,0,0,0,0,0,0,0,3,-1.63095275712652,-2,-0.448133329856708,-3,-1.16999266633002,-1,-0.510035718562005,0,0.542728155934171,-2,-1.36914922343113,-3,-0.901639166988617,-2,0.0650667841900569,1,0,-0.335962011131714,0,-0.252688492032209,0,-0.580264937352228,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,1,0,0,0,1,0,0,0,1,0,-0.566215291281673,1,0.173351613842453,0,0,0,1
"240","A3CSIM8V9IYXM7","lib2",480,863,3,3,7,5,6,5,4,7,2,NA,NA,1,4,1,1,1,4,2,2,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,1,1,1,2,3,1,1,NA,NA,NA,NA,10,NA,8,NA,NA,9,2,2,1,3,1,4,2,3,4,1,3,3,6,5,5,5,4,7,3,8.967,13.718,10.433,38.136,7.79,14.242,5.553,12.416,6.855,4,6.326,70.697,180.148,11,1,1,1,0,1,0,1,0,0,0,7,78,11,11,7,4,2,7,10,59,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3,33901,0,4,2,NA,1,"",2,NA,NA,NA,NA,1,"I understood everything Thank You","Firefox","91","Windows NT 6.1","1366x768","7/14/22 17:05","8/16/21 17:59","7/14/22 17:13","8/16/21 18:13",1,1,1,1,21.239,21.239,22.587,1,"I want to put my best foot forward and give the best response I can","Ty",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,2,4,5,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.426646440244587,"0",2,NA,NA,2,-1,1,2,NA,-1,3,3,25,0,0,0,0,1,0,NA,0,NA,0,26,0,0,26,0.219654964752377,1,1,1,0,1,0,1,0,0,0,5,-0.379210923741784,-1,0.311867082220029,-3,-1.16999266633002,1,0.912280383201111,2,1.81104751818206,1,1.04096920349807,-3,-0.901639166988617,-2,0.0650667841900569,0,0,-0.335962011131714,0,-0.252688492032209,1,0.675428387077993,2,2.11211044004202,1,0.94534758274061,0,-0.170805777263717,0,-0.226220651346378,0,0,0,1,1,1,0,0,0,1,0.547684609021545,1,0.173351613842453,0,0,0,1
"241","A3OV174HQJIJK8","lib2",1165,5118,6,3,5,6,5,3,5,7,2,NA,NA,3,2,3,2,1,2,3,4,2,4,3,2,0,3,0,0,0,1,0,0,0,6,1,0,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,2,2,1,1,2,3,3,3,4,1,1,2,3,4,NA,8,5,6,1,2,7,9,11,1,3,2,1,2,4,4,2,2,5,3,5,5,5,4,5,6,3,66.994,102.923,13.717,148.621,127.702,16.296,16.42,90.522,51.88,4,6.571,179.297,180.109,16,1,1,1,1,1,1,0,1,1,0,5,35,10,11,11,2,6,11,6,47,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,91768,3,5,3,NA,1,"",2,NA,NA,NA,NA,1,"I had trouble with the math problems and some of the vocabulary words, but I did my best just like you told me to do.","Chrome","92.0.4515.131","Windows NT 10.0","768x1366","7/14/22 16:54","8/16/21 17:06","7/14/22 17:14","8/16/21 18:31",1,1,1,1,701.016,701.016,701.881,1,"I was thinking the questions were redundant and the format in which you wanted me to rank things was annoying and outdated. I mean, having me rank items one through ten, but having eleven of them to choose from? Ridiculously complicated.","Thank you for letting me participate.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,4,5,2,3,7,NA,NA,NA,NA,NA,NA,NA,0.10187127998367,"0",3,NA,NA,3,-1,1,2,NA,-1,1,1,13,0,0,0,0,0,1,3,3,2,2,13,5,5,18,-1.12237199289084,1,1,1,1,1,1,0,1,1,0,8,1.49840182633532,-1,0.311867082220029,-1,0.554710419458922,2,1.62343843408267,1,1.17688783705811,-1,-0.565776414454729,-3,-0.901639166988617,-2,0.0650667841900569,1,0,-0.335962011131714,0,-0.252688492032209,2,1.93112171150821,1,0.801729995015952,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,1,0,0,1,1,0,0,0,1,0,-0.566215291281673,1,0.173351613842453,0,0,1,0
"242","A2IMAGGCST8170","lib2",491,719,6,1,7,5,4,2,4,6,1,NA,7,4,3,2,3,3,3,4,1,2,1,1,3,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,1,3,3,2,3,2,1,4,2,2,3,2,3,4,6,1,5,8,9,10,NA,3,2,2,4,1,3,2,4,2,2,3,4,3,2,6,5,5,3,4,6,2,15.298,12.273,8.662,13.993,9.448,9.812,8.296,12.049,9.41,4,21.471,179.254,180.111,12,1,1,1,1,1,1,0,1,0,0,7,84,11,10,8,1,1,9,9,30,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,98001,2,5,1,NA,1,"",1,NA,NA,NA,NA,1,"No","Chrome","92.0.4515.131","Windows NT 10.0","1366x768","7/14/22 17:06","8/16/21 17:44","7/14/22 17:14","8/16/21 17:56",1,1,1,1,4.048,4.048,5.337,1,"I was thinking that it would be interesting to see how recreational activities predict attitude to risk/personality in general, not just opinions on climate change.","
",1,NA,NA,NA,5,4,3,7,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.418159294372308,"0",1,NA,NA,1,-1,1,1,NA,-1,3,1,22,1,1,0,0,1,1,5,5,2,2,25,7,7,32,1.22617518298479,1,1,1,1,1,1,0,1,0,0,7,0.87253090964295,-3,-1.20813374193344,-3,-1.16999266633002,1,0.912280383201111,0,0.542728155934171,-2,-1.36914922343113,-2,0.083788690265609,-3,-0.77305536454377,0,0,-0.335962011131714,0,-0.252688492032209,1,0.675428387077993,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,0,0,0,1,1,0,0,0,0,0,-0.566215291281673,0,-0.746091749772908,0,0,1,0
